Date,Open,High,Low,Close,Adj Close,Volume
2018-07-27,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3415710000
2018-07-30,2819.000000,2821.739990,2798.110107,2802.600098,2802.600098,3245770000
2018-07-31,2809.729980,2824.459961,2808.060059,2816.290039,2816.290039,3892100000
2018-08-01,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3496990000
2018-08-02,2800.479980,2829.909912,2796.340088,2827.219971,2827.219971,3467380000
2018-08-03,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3030390000
2018-08-06,2840.290039,2853.290039,2835.979980,2850.399902,2850.399902,2874540000
2018-08-07,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3162770000
2018-08-08,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2972200000
2018-08-09,2857.189941,2862.479980,2851.979980,2853.580078,2853.580078,3047050000
2018-08-10,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3256040000
2018-08-13,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3158450000
2018-08-14,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2976970000
2018-08-15,2827.949951,2827.949951,2802.489990,2818.370117,2818.370117,3645070000
2018-08-16,2831.439941,2850.489990,2831.439941,2840.689941,2840.689941,3219880000
2018-08-17,2838.320068,2855.629883,2833.729980,2850.129883,2850.129883,3024100000
2018-08-20,2853.929932,2859.760010,2850.620117,2857.050049,2857.050049,2748020000
2018-08-21,2861.510010,2873.229980,2861.320068,2862.959961,2862.959961,3147140000
2018-08-22,2860.989990,2867.540039,2856.050049,2861.820068,2861.820068,2689560000
2018-08-23,2860.290039,2868.780029,2854.030029,2856.979980,2856.979980,2713910000
2018-08-24,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2596190000
2018-08-27,2884.689941,2898.250000,2884.689941,2896.739990,2896.739990,2854080000
2018-08-28,2901.449951,2903.770020,2893.500000,2897.520020,2897.520020,2683190000
2018-08-29,2900.620117,2916.500000,2898.399902,2914.040039,2914.040039,2791860000
2018-08-30,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2802180000
2018-08-31,2898.370117,2906.320068,2891.729980,2901.520020,2901.520020,2880260000
2018-09-04,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3077060000
2018-09-05,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3241250000
2018-09-06,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3139590000
2018-09-07,2868.260010,2883.810059,2864.120117,2871.679932,2871.679932,2946270000
2018-09-10,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2731400000
2018-09-11,2871.570068,2892.520020,2866.780029,2887.889893,2887.889893,2899660000
2018-09-12,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3264930000
2018-09-13,2896.850098,2906.760010,2896.389893,2904.179932,2904.179932,3254930000
2018-09-14,2906.379883,2908.300049,2895.770020,2904.979980,2904.979980,3149800000
2018-09-17,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2947760000
2018-09-18,2890.739990,2911.169922,2890.429932,2904.310059,2904.310059,3074610000
2018-09-19,2906.600098,2912.360107,2903.820068,2907.949951,2907.949951,3280020000
2018-09-20,2919.729980,2934.800049,2919.729980,2930.750000,2930.750000,3337730000
2018-09-21,2936.760010,2940.909912,2927.110107,2929.669922,2929.669922,5607610000
2018-09-24,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3372210000
2018-09-25,2921.750000,2923.949951,2913.699951,2915.560059,2915.560059,3285480000
2018-09-26,2916.979980,2931.149902,2903.280029,2905.969971,2905.969971,3388620000
2018-09-27,2911.649902,2927.219971,2909.270020,2914.000000,2914.000000,3060850000
2018-09-28,2910.030029,2920.530029,2907.500000,2913.979980,2913.979980,3432300000
2018-10-01,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3364190000
2018-10-02,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3401880000
2018-10-03,2931.689941,2939.860107,2921.360107,2925.510010,2925.510010,3598710000
2018-10-04,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3496860000
2018-10-05,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3328980000
2018-10-08,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3330320000
2018-10-09,2882.510010,2894.830078,2874.270020,2880.340088,2880.340088,3520500000
2018-10-10,2873.899902,2874.020020,2784.860107,2785.679932,2785.679932,4501250000
2018-10-11,2776.870117,2795.139893,2710.510010,2728.370117,2728.370117,4890630000
2018-10-12,2770.540039,2775.770020,2729.439941,2767.129883,2767.129883,3966040000
2018-10-15,2763.830078,2775.989990,2749.030029,2750.790039,2750.790039,3300140000
2018-10-16,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3428340000
2018-10-17,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3321710000
2018-10-18,2802.000000,2806.040039,2755.179932,2768.780029,2768.780029,3616440000
2018-10-19,2775.659912,2797.770020,2760.270020,2767.780029,2767.780029,3566490000
2018-10-22,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3307140000
2018-10-23,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4348580000
2018-10-24,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4709310000
2018-10-25,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4634770000
2018-10-26,2667.860107,2692.379883,2628.159912,2658.689941,2658.689941,4803150000
